Entry	Entry name	Status	Protein names	Gene names	Organism	Length	EC number
B0BRF0	GSA_ACTPJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL APJL_1583	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	426	5.4.3.8
B2UNE3	GSA_AKKM8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Amuc_0417	Akkermansia muciniphila (strain ATCC BAA-835 / Muc)	426	5.4.3.8
Q0VSP6	GSA_ALCBS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ABO_0354	Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2)	426	5.4.3.8
B4S0D0	GSA_ALTMD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MADE_1002445	Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype)	426	5.4.3.8
B8JCU6	GSA_ANAD2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL A2cp1_4499	Anaeromyxobacter dehalogenans (strain 2CP-1 / ATCC BAA-258)	430	5.4.3.8
Q2IHP8	GSA_ANADE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Adeh_4344	Anaeromyxobacter dehalogenans (strain 2CP-C)	430	5.4.3.8
A7HIX3	GSA_ANADF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Anae109_4491	Anaeromyxobacter sp. (strain Fw109-5)	429	5.4.3.8
B4UKE6	GSA_ANASK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL AnaeK_4480	Anaeromyxobacter sp. (strain K)	430	5.4.3.8
O66998	GSA_AQUAE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL gsa aq_816	Aquifex aeolicus (strain VF5)	424	5.4.3.8
A0JYM2	GSA_ARTS2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Arth_2763	Arthrobacter sp. (strain FB24)	447	5.4.3.8
C1DMY5	GSA_AZOVD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Avin_09260	Azotobacter vinelandii (strain DJ / ATCC BAA-1303)	429	5.4.3.8
Q6MHT9	GSA_BDEBA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Bd3449	Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100)	426	5.4.3.8
Q2KUS4	GSA_BORA1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BAV3016	Bordetella avium (strain 197N)	427	5.4.3.8
Q7WF71	GSA_BORBR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BB4409	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	427	5.4.3.8
Q7W3U1	GSA_BORPA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BPP3936	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	427	5.4.3.8
Q7W050	GSA_BORPE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BP0315	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	427	5.4.3.8
B1YUJ7	GSA_BURA4	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BamMC406_0831	Burkholderia ambifaria (strain MC40-6)	427	5.4.3.8
B1JX81	GSA_BURCC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Bcenmc03_0923	Burkholderia cenocepacia (strain MC0-3)	427	5.4.3.8
A0K5D7	GSA_BURCH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Bcen2424_0961	Burkholderia cenocepacia (strain HI2424)	427	5.4.3.8
A3NCF3	GSA_BURP6	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BURPS668_3011	Burkholderia pseudomallei (strain 668)	427	5.4.3.8
Q63RP8	GSA_BURPS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL BPSL2623	Burkholderia pseudomallei (strain K96243)	427	5.4.3.8
A7I252	GSA_CAMHC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CHAB381_1034	Campylobacter hominis (strain ATCC BAA-381 / LMG 19568 / NCTC 13146 / CH001A)	450	5.4.3.8
B9KFS8	GSA_CAMLR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cla_0579	Campylobacter lari (strain RM2100 / D67 / ATCC BAA-1060)	425	5.4.3.8
Q3ACS9	GSA_CARHZ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CHY_1212	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	432	5.4.3.8
B3PL68	GSA_CELJU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CJA_0880	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	426	5.4.3.8
O84212	GSA_CHLTR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CT_210	Chlamydia trachomatis (strain D/UW-3/Cx)	422	5.4.3.8
Q7P1Z5	GSA_CHRVO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CV_0067	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	425	5.4.3.8
A5CNI7	GSA_CLAM3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CMM_0599	Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382)	455	5.4.3.8
B0RBL3	GSA_CLAMS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CMS2838	Clavibacter michiganensis subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1) (Corynebacterium sepedonicum)	455	5.4.3.8
Q97MU2	GSA_CLOAB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CA_C0099	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	422	5.4.3.8
B1IQI6	GSA_ECOLC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL EcolC_3505	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	426	5.4.3.8
B7N823	GSA_ECOLU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECUMN_0151	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	426	5.4.3.8
B6HZD0	GSA_ECOSE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECSE_0155	Escherichia coli (strain SE11)	426	5.4.3.8
B1LGV7	GSA_ECOSM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL EcSMS35_0166	Escherichia coli (strain SMS-3-5 / SECEC)	426	5.4.3.8
Q1RG34	GSA_ECOUT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL UTI89_C0170	Escherichia coli (strain UTI89 / UPEC)	426	5.4.3.8
C5BAP9	GSA_EDWI9	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL NT01EI_3106	Edwardsiella ictaluri (strain 93-146)	427	5.4.3.8
A4W6Q1	GSA_ENT38	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ent638_0694	Enterobacter sp. (strain 638)	426	5.4.3.8
B2VE25	GSA_ERWT9	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ETA_08790	Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99)	426	5.4.3.8
B7LWB5	GSA_ESCF3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL EFER_0177	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	426	5.4.3.8
Q2A2U8	GSA_FRATH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTL_1283	Francisella tularensis subsp. holarctica (strain LVS)	431	5.4.3.8
B2SGG7	GSA_FRATM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTM_0885	Francisella tularensis subsp. mediasiatica (strain FSC147)	431	5.4.3.8
Q5NGB9	GSA_FRATT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTT_0927	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	431	5.4.3.8
A4IXN8	GSA_FRATW	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FTW_0820	Francisella tularensis subsp. tularensis (strain WY96-3418)	431	5.4.3.8
Q8RFY7	GSA_FUSNN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FN0540	Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131)	434	5.4.3.8
C1A7K7	GSA_GEMAT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL GAU_1175	Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505)	435	5.4.3.8
B5EFG4	GSA_GEOBB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Gbem_3927	Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622)	427	5.4.3.8
B9LZL6	GSA_GEODF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Geob_0461	Geobacter daltonii (strain DSM 22248 / JCM 15807 / FRC-32)	427	5.4.3.8
B3E9X0	GSA_GEOLS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Glov_3139	Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ)	428	5.4.3.8
A0LXY3	GSA_GRAFK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL GFO_0240	Gramella forsetii (strain KT0803)	429	5.4.3.8
B5ZA72	GSA_HELPG	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HPG27_285	Helicobacter pylori (strain G27)	430	5.4.3.8
Q1CUJ7	GSA_HELPH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HPAG1_0308	Helicobacter pylori (strain HPAG1)	430	5.4.3.8
B2USD7	GSA_HELPS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HPSH_01585	Helicobacter pylori (strain Shi470)	430	5.4.3.8
P56115	GSA_HELPY	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HP_0306	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	430	5.4.3.8
A6W5M6	GSA_KINRD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Krad_0626	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	448	5.4.3.8
B5Y1L5	GSA_KLEP3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL KPK_4564	Klebsiella pneumoniae (strain 342)	426	5.4.3.8
A6T4V8	GSA_KLEP7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL KPN78578_01680 KPN_00169	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	426	5.4.3.8
B2GL27	GSA_KOCRD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL KRH_08560	Kocuria rhizophila (strain ATCC 9341 / DSM 348 / NBRC 103217 / DC2201)	439	5.4.3.8
Q6AHE8	GSA_LEIXX	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Lxx01130	Leifsonia xyli subsp. xyli (strain CTCB07)	447	5.4.3.8
B0SF64	GSA_LEPBA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LBF_1127	Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames)	425	5.4.3.8
Q04NV4	GSA_LEPBJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LBJ_4011	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197)	441	5.4.3.8
Q04X52	GSA_LEPBL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LBL_4011	Leptospira borgpetersenii serovar Hardjo-bovis (strain L550)	441	5.4.3.8
B0SNK3	GSA_LEPBP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LEPBI_I1168	Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris)	425	5.4.3.8
B1Y8G2	GSA_LEPCP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Lcho_3974	Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) (Leptothrix discophora (strain SP-6))	437	5.4.3.8
Q63GB4	GSA1_BACCZ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 BCE33L0438	Bacillus cereus (strain ZK / E33L)	432	5.4.3.8
Q6HNS8	GSA1_BACHK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 BT9727_0442	Bacillus thuringiensis subsp. konkukian (strain 97-27)	434	5.4.3.8
Q5L2S4	GSA1_GEOKA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 GK0471	Geobacillus kaustophilus (strain HTA426)	428	5.4.3.8
Q71ZB5	GSA1_LISMF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 LMOf2365_1574	Listeria monocytogenes serotype 4b (strain F2365)	429	5.4.3.8
Q8Y6X8	GSA1_LISMO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 lmo1553	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	429	5.4.3.8
Q2FXR4	GSA1_STAA8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 hemL SAOUHSC_01771	Staphylococcus aureus (strain NCTC 8325)	428	5.4.3.8
Q5HFA5	GSA1_STAAC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SACOL1714	Staphylococcus aureus (strain COL)	428	5.4.3.8
P63508	GSA1_STAAM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SAV1667	Staphylococcus aureus (strain Mu50 / ATCC 700699)	428	5.4.3.8
P99096	GSA1_STAAN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SA1491	Staphylococcus aureus (strain N315)	428	5.4.3.8
A8Z2I8	GSA1_STAAT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 USA300HOU_1659	Staphylococcus aureus (strain USA300 / TCH1516)	428	5.4.3.8
Q8NW75	GSA1_STAAW	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 MW1611	Staphylococcus aureus (strain MW2)	428	5.4.3.8
Q49YQ9	GSA1_STAS1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 1 (GSA 1) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 1) (GSA-AT 1)	hemL1 SSP0929	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	429	5.4.3.8
C3L6Z2	GSA2_BACAC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 BAMEG_4728	Bacillus anthracis (strain CDC 684 / NRRL 3495)	429	5.4.3.8
Q81LD0	GSA2_BACAN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 BA_4693 GBAA_4693 BAS4358	Bacillus anthracis	429	5.4.3.8
Q65GK4	GSA2_BACLD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 BLi02942 BL00628	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46)	431	5.4.3.8
O74038	GSA2_CENSY	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 gsaT CENSYa_1168	Cenarchaeum symbiosum (strain A)	434	5.4.3.8
A9KSC7	GSA2_LACP7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 Cphy_1789	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	426	5.4.3.8
A0AJD9	GSA2_LISW6	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	hemL2 lwe1703	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / SLCC5334)	432	5.4.3.8
C1AKK4	GSA_MYCBT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL JTY_0537	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	462	5.4.3.8
A4T358	GSA_MYCGI	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mflv_0054	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	432	5.4.3.8
P46716	GSA_MYCLE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL gsa ML2414 B2168_C1_190	Mycobacterium leprae (strain TN)	446	5.4.3.8
B2HRL5	GSA_MYCMM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MMAR_0870	Mycobacterium marinum (strain ATCC BAA-535 / M)	443	5.4.3.8
Q73SQ3	GSA_MYCPA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MAP_4020	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) (Mycobacterium paratuberculosis)	445	5.4.3.8
Q1BE73	GSA_MYCSS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mmcs_0690	Mycobacterium sp. (strain MCS)	438	5.4.3.8
A5TZQ4	GSA_MYCTA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL MRA_0531	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	462	5.4.3.8
A1T3F2	GSA_MYCVP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Mvan_0864	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	432	5.4.3.8
B2A1H4	GSA_NATTJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Nther_1131	Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)	430	5.4.3.8
B4RNX2	GSA_NEIG2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL NGK_0050	Neisseria gonorrhoeae (strain NCCP11945)	426	5.4.3.8
Q9JW10	GSA_NEIMA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL NMA0592	Neisseria meningitidis serogroup A / serotype 4A (strain Z2491)	427	5.4.3.8
Q82UQ8	GSA_NITEU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL NE1423	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	435	5.4.3.8
